,src_english,trg_french
264,"Two hands are flipping some food in a cast iron pan, with a spatula.",Deux mains retournent une sort de nourriture dans une poêle en fer avec une spatule.
265,"Two women hugging in a grassy, fenced field with a cow's behind in the background.",Deux femmes s'embrassant dans un champs entouré d'une barrière avec une vache à l'arrière plan.
266,A large ship approaching the dock with two men awaiting its arrival.,Un gros bateau approchant la jetée avec deux hommes attendant son arrivée.
267,A man in sandals and white cardigan sits on a green bench while talking on his cellphone.,Un homme avec des sandales et un cardigan blanc est assis sur un banc vert en parlant à son téléphone portable.
268,A man on stage singing into a microphone.,Un homme sur scène qui chante dans un micro.
269,Three guys riding on an elephant with a house-like structures and trees in the background.,Three mecs sur un éléphant avec une structure en forme de maison et des arbres à l'arrière plan.
270,A mexican man sits under the hood of his truck.,Un homme mexicain est assis sous le capot de son camion.
271,A boy in yellow glasses and red-haired girl pose for the camera.,Un garçon avec des lunettes jaunes et une fille rousse posent pour la photo.
272,A group of people gather and holding different types of flags.,Un groupe de gens se rassemble en portant différents types de drapeaux.
273,A white baby boy crying over a tipped over toy.,Un petit garçon blanc pleurant sur un jouet renversé.
274,Small boy carries a soccer ball on a field.,Petit garçon portant un ballon de foot sur un terrain.
275,A woman is watching as a guy is scooping ice cream from a freezer.,Une femme regarde un mec qui fait une boule de glace dans un congélateur.
276,A group of people are sitting on stools eating some food,Un groupe de gens assis sur des tabourets mange de la nourriture
277,"People are standing around an American flag that is spread out, facing the wrong direction.","Des gens debout avec un drapeau américain qui est étalé, dans le mauvais sens."
278,A young girl painting a picture.,Une jeune fille fait de la peinture.
279,A cyclist is riding a bicycle on a curved road up a hill.,Un cycliste fait du vélo sur une route en virage en haut d'une coline.
280,A little girl in a denim jacket running through a field.,Une petite fille vêtue en jeans coure dans un champs.
281,Man in blue shirt and black pants is looking at his thumb on one hand while holding glasses in his other hand.,Homme avec une chemise bleu et un pantalon noir regardant un de ses pouces en tenant des lunettes avec son autre main.
282,A couple kissing while going up the escalator.,Un couple s'embrassant sur un escalator qui monte.
283,"A soccer player in a green uniform with a ball in is hands is being held up by some of his teammates, while an opposing player in red reaches for the ball.",Un joueur de football en maillot vert avec un ballon dans les mains est porté par quelques uns de ses coéquipiers pendant qu'un joueur adverse en rouge tente d'attraper le ballon.
284,Men are constructing a wall in the desert.,Des hommes construisent un mur dans le désert.
285,A young group of friends adorned with face paint and feathered headbands sit on a bench.,Un groupe de jeunes amies ornées de maquillage et de bandeaux à plume sont assises sur un banc.
286,The lady has a black sling bag.,La dame a un sac noir en bandoulière.
287,A man in a black jacket is standing with a group of people behind him.,Un homme portant un blouson noir avec un groupe de gens derrière lui.
288,A black dog jumping to catch a rope toy,Un chien noir sautant pour attraper un jouet en corde
289,A young girl is looking through an old fashioned video camera.,Une jeune fille regarde à travers une vieille caméra.
290,Girl in odd clothes reading a brochure while sitting on a wooden porch.,Fille avec des vêtements bizarres regardant une brochure en étant assise sous un porche en bois.
291,A man dressed in a funky outfit is playing guitar.,Un homme habillé avec des habits funky joue de la guitare.
292,A hockey goalie is trying to prevent a goal from the opposing team.,Un gardien de hockey essayant d'arrêter un but de l'équipe opposée.
293,An adult and a child walk along the beach during the day.,Un adulte et un enfant marchent le long de la plage pendant la journée.
294,A man in an apron sits on a curb.,Un homme avec un tablier est assis sur le bord du trottoir.
295,A brown and white dog jumping up to catch a Frisbee while an audience watches.,Un chien marron et blanc sautant pour attraper un frisbee alors que le public le regarde.
296,Two tennis players are talking on the tennis courts.,Deux joueurs de tennis discutent sur un court de tennis.
297,Two jugglers using flaming torches are performing for a crowd of people who are sitting on steps.,Deux jongleurs avec torches enflammées font une représentation avant une foule de gens qui sont assis sur des marches.
298,Two children running with no shoes on.,Deux enfants courant sans chaussures.
299,A baby is sitting on and playing with smooth rocks.,Un bébé assis qui joue avec des galets.
300,A boy in a Gap hat is making a silly face.,Un garçon avec une casquette GAP fait une grimace.
301,"Five men, one wearing a white shirt standing on something, hanging up a picture of a child.","Cinq hommes, l'un vêtu d'une chemise blanche debout sur quelque chose, accroche une photo d'un enfant."
302,A person in a hat is playing with a boy on a beach.,Une personne avec un chapeau joue avec un garçon sur une plage.
303,A girl in a green Speedo top and blue goggles holds her breath underwater.,Une fille avec un haut vert Speedo et des lunettes bleues retient sa respiration sous l'eau.
304,Boys on a motor-scooter riding down a busy urban street.,Des garçons sur un scooter traversent une rue bondée.
305,Two ladies and a man playing a card game and drinking beer.,Deux femmes et un homme jouant à un jeu de cartes et buvant de la bière.
306,People enjoy a gathering with Pabst Blue Ribbon and Diet Coke.,Des gens apprécient une rencontre avec du Pabst Blue Ribbon et du Coca Light.
307,"Man with red shoes, white shirt and gray pants climbing.","Un homme avec des chaussures rouges, un t-shirt blanc et un pantalon gris en train d'escalader."
308,A rock climber climbs a large rock.,Un alpiniste escalade un gros rocher.
309,A little girl playing in water on a frog sculpture.,Une petite fille jouant dans l'eau sur une sculpture de grenouille.
310,A dog is running on the beach.,Un chien court sur la plage.
311,People sitting in a restaurant eating and one is reading the paper.,Des gens sont assis et mangent dans un restaurant et il y en a un qui lit le journal.
312,A girl wearing a red short and a white shirt looking through a hole.,Une fille vêtu d'un short rouge et d'une chemise blanche regarde dans un trou.
313,Black and white bird standing on hand of someone holding sunflower seeds,Un oiseau noir et blanc sur la main d'une personne tenant des graines de tournesol
314,A woman in a white shirt and pink skirt is about to hit a tennis ball.,Une femme dans une chemise blanche et une jupe rose va frapper une balle de tennis.
315,A dog is standing in the sand.,Un chien est debout dans le sable.
316,This is a man standing on a rooftop with construction in the background.,C'est un homme debout sur un toit avec des travaux en arrière-plan.
317,A man looks through a large camera-like device in a field near a camper and some parked vehicles.,Un homme regarde à travers un grand appareil en forme de caméra dans un champ près d'un campeur et de quelques véhicules garés.
318,A little boy stands in the surf.,Un petit garçon se tient dans les vagues.
319,A woman in Muslim attire is walking with a young boy down the street.,Une femme en tenue musulmane se promène avec un jeune garçon dans la rue.
320,The small dog is running across the lawn.,Le petit chien est en train de courir sur la pelouse.
321,A woman is jogging on a sidewalk next to an elevated grassy platform.,Une femme fait un jogging sur un trottoir à coté d'une plate-forme d'herbe surélevée.
322,A man in red pants jumping on a park table.,Un homme en pantalon rouge sautant par dessus une table de parc.
323,A dog with its mouth open running through a field torwards the camera.,Un chien avec sa gueule ouverte qui traverse un champ vers la caméra.
324,Smiling little girl swimming in outdoor pool.,Une petite fille souriante nageant dans une piscine extérieure.
325,A bike sitting in a street with a rope tied to it and a guy walking on the rope.,Un vélo dans une rue avec une corde attaché à lui et un gars marchant sur la corde.
